item_id,city,quality,sell_price_min,sell_price_min_date,sell_price_max,sell_price_max_date,buy_price_min,buy_price_min_date,buy_price_max,buy_price_max_date
T6_METALBAR_LEVEL3@3,Bridgewatch,1,51597,2023-01-08T12:45:00,51597,2023-01-08T12:45:00,189,2023-01-08T12:35:00,49001,2023-01-08T12:35:00
T6_METALBAR_LEVEL3@3,Fort Sterling,1,50395,2023-01-08T17:50:00,53400,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL3@3,Lymhurst,1,50678,2023-01-08T18:20:00,51990,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL3@3,Martlock,1,50296,2023-01-08T07:35:00,60000,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL3@3,Thetford,1,48478,2023-01-08T19:10:00,55000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL4@4,Bridgewatch,1,343991,2023-01-08T15:50:00,388998,2023-01-08T15:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL4@4,Fort Sterling,1,283000,2023-01-08T17:50:00,500000,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL4@4,Lymhurst,1,292999,2023-01-08T18:20:00,350000,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL4@4,Martlock,1,294000,2023-01-08T07:35:00,399996,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_METALBAR_LEVEL4@4,Thetford,1,282219,2023-01-08T19:10:00,285000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE,Bridgewatch,1,720,2023-01-08T12:50:00,840,2023-01-08T12:50:00,1,2023-01-08T06:30:00,719,2023-01-08T06:30:00
T6_ORE,Fort Sterling,1,743,2023-01-08T22:15:00,779,2023-01-08T22:15:00,1,2023-01-08T22:15:00,742,2023-01-08T22:15:00
T6_ORE,Lymhurst,1,799,2023-01-08T19:25:00,979,2023-01-08T19:25:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE,Thetford,1,781,2023-01-08T20:30:00,833,2023-01-08T20:30:00,10,2023-01-08T20:30:00,750,2023-01-08T20:30:00
T6_ORE_LEVEL1@1,Bridgewatch,1,1992,2023-01-08T06:30:00,22739,2023-01-08T06:30:00,58,2023-01-08T06:30:00,1856,2023-01-08T06:30:00
T6_ORE_LEVEL1@1,Fort Sterling,1,1849,2023-01-08T11:25:00,1977,2023-01-08T11:25:00,45,2023-01-08T11:25:00,1807,2023-01-08T11:25:00
T6_ORE_LEVEL1@1,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL1@1,Martlock,1,1950,2023-01-08T17:45:00,1950,2023-01-08T17:45:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL1@1,Thetford,1,1895,2023-01-08T19:10:00,1964,2023-01-08T19:10:00,900,2023-01-08T15:35:00,1870,2023-01-08T15:35:00
T6_ORE_LEVEL2@2,Bridgewatch,1,7288,2023-01-08T06:30:00,7395,2023-01-08T06:30:00,6122,2023-01-08T06:30:00,6454,2023-01-08T06:30:00
T6_ORE_LEVEL2@2,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL2@2,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL2@2,Martlock,1,6805,2023-01-08T17:45:00,6805,2023-01-08T17:45:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL2@2,Thetford,1,7681,2023-01-08T19:10:00,7955,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL3@3,Bridgewatch,1,17527,2023-01-08T19:45:00,17527,2023-01-08T19:45:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL3@3,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL3@3,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL3@3,Martlock,1,17477,2023-01-08T17:45:00,17477,2023-01-08T17:45:00,15577,2023-01-07T23:20:00,17807,2023-01-07T23:20:00
T6_ORE_LEVEL3@3,Thetford,1,19339,2023-01-08T20:10:00,21086,2023-01-08T20:10:00,238,2023-01-08T15:35:00,16931,2023-01-08T15:35:00
T6_ORE_LEVEL4@4,Bridgewatch,1,99997,2023-01-08T15:50:00,100000,2023-01-08T15:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL4@4,Fort Sterling,1,89499,2023-01-08T14:05:00,119999,2023-01-08T14:05:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL4@4,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL4@4,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T6_ORE_LEVEL4@4,Thetford,1,125000,2023-01-08T20:10:00,140000,2023-01-08T20:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR,Bridgewatch,1,5208,2023-01-08T22:30:00,5320,2023-01-08T22:30:00,312,2023-01-08T00:55:00,4729,2023-01-08T00:55:00
T7_METALBAR,Fort Sterling,1,5147,2023-01-08T17:50:00,5911,2023-01-08T17:50:00,520,2023-01-08T00:10:00,4608,2023-01-08T00:10:00
T7_METALBAR,Lymhurst,1,4987,2023-01-08T18:20:00,5411,2023-01-08T18:20:00,5,2023-01-08T01:05:00,4600,2023-01-08T01:05:00
T7_METALBAR,Martlock,1,5530,2023-01-08T07:40:00,55400,2023-01-08T07:40:00,65,2023-01-08T07:40:00,4599,2023-01-08T07:40:00
T7_METALBAR,Thetford,1,5110,2023-01-08T20:30:00,5110,2023-01-08T20:30:00,269,2023-01-08T20:25:00,4306,2023-01-08T20:25:00
T7_METALBAR_LEVEL1@1,Bridgewatch,1,16561,2023-01-08T08:15:00,16801,2023-01-08T08:15:00,333,2023-01-08T08:15:00,15656,2023-01-08T08:15:00
T7_METALBAR_LEVEL1@1,Fort Sterling,1,16997,2023-01-08T17:50:00,75000,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL1@1,Lymhurst,1,19091,2023-01-08T18:20:00,19100,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL1@1,Martlock,1,21000,2023-01-08T07:40:00,21000,2023-01-08T07:40:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL1@1,Thetford,1,17597,2023-01-08T21:05:00,20000,2023-01-08T21:05:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL2@2,Bridgewatch,1,49899,2023-01-08T22:30:00,49998,2023-01-08T22:30:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL2@2,Fort Sterling,1,42994,2023-01-08T17:50:00,48887,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL2@2,Lymhurst,1,49961,2023-01-08T18:20:00,99999,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL2@2,Martlock,1,47984,2023-01-08T07:40:00,49996,2023-01-08T07:40:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL2@2,Thetford,1,42549,2023-01-08T19:10:00,47500,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL3@3,Bridgewatch,1,109899,2023-01-08T12:35:00,113998,2023-01-08T12:35:00,405,2023-01-08T12:35:00,90335,2023-01-08T12:35:00
T7_METALBAR_LEVEL3@3,Fort Sterling,1,110846,2023-01-08T17:50:00,1049918,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL3@3,Lymhurst,1,110276,2023-01-08T18:20:00,113900,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL3@3,Martlock,1,115600,2023-01-08T07:35:00,117000,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL3@3,Thetford,1,109986,2023-01-08T19:10:00,115000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL4@4,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL4@4,Fort Sterling,1,711101,2023-01-08T17:50:00,720000,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL4@4,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL4@4,Martlock,1,689990,2023-01-08T07:35:00,689992,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_METALBAR_LEVEL4@4,Thetford,1,638875,2023-01-08T19:10:00,665000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE,Bridgewatch,1,1106,2023-01-08T12:50:00,1160,2023-01-08T12:50:00,1,2023-01-08T06:30:00,1076,2023-01-08T06:30:00
T7_ORE,Fort Sterling,1,1121,2023-01-08T18:10:00,1167,2023-01-08T18:10:00,272,2023-01-08T18:10:00,1114,2023-01-08T18:10:00
T7_ORE,Lymhurst,1,1121,2023-01-08T19:45:00,1317,2023-01-08T19:45:00,4,2023-01-08T19:50:00,1087,2023-01-08T19:50:00
T7_ORE,Martlock,1,1119,2023-01-08T17:45:00,1119,2023-01-08T17:45:00,45,2023-01-08T01:35:00,1030,2023-01-08T01:35:00
T7_ORE,Thetford,1,1288,2023-01-08T20:25:00,1436,2023-01-08T20:25:00,75,2023-01-08T20:25:00,1113,2023-01-08T20:25:00
T7_ORE_LEVEL1@1,Bridgewatch,1,5326,2023-01-08T08:15:00,5379,2023-01-08T08:15:00,58,2023-01-08T01:45:00,4387,2023-01-08T01:45:00
T7_ORE_LEVEL1@1,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL1@1,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL1@1,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL1@1,Thetford,1,5288,2023-01-08T20:30:00,7979,2023-01-08T20:30:00,3577,2023-01-08T20:30:00,4565,2023-01-08T20:30:00
T7_ORE_LEVEL2@2,Bridgewatch,1,12474,2023-01-08T22:20:00,12480,2023-01-08T22:20:00,10502,2023-01-08T19:35:00,11957,2023-01-08T19:35:00
T7_ORE_LEVEL2@2,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL2@2,Lymhurst,1,12321,2023-01-08T17:00:00,13369,2023-01-08T17:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL2@2,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL2@2,Thetford,1,12644,2023-01-08T19:10:00,25362,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL3@3,Bridgewatch,1,31000,2023-01-08T12:40:00,36596,2023-01-08T12:40:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL3@3,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL3@3,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL3@3,Martlock,1,33000,2023-01-08T19:50:00,34990,2023-01-08T19:50:00,148,2023-01-07T23:20:00,26335,2023-01-07T23:20:00
T7_ORE_LEVEL3@3,Thetford,1,39996,2023-01-08T19:10:00,39999,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL4@4,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL4@4,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL4@4,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL4@4,Martlock,1,164998,2023-01-08T21:35:00,175995,2023-01-08T21:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T7_ORE_LEVEL4@4,Thetford,1,208480,2023-01-08T19:10:00,226660,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR,Fort Sterling,1,19817,2023-01-08T17:50:00,20500,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR,Lymhurst,1,18999,2023-01-08T19:25:00,40000,2023-01-08T19:25:00,1,2023-01-08T01:05:00,16513,2023-01-08T01:05:00
T8_METALBAR,Martlock,1,19162,2023-01-08T15:40:00,19436,2023-01-08T15:40:00,1,2023-01-08T15:40:00,17659,2023-01-08T15:40:00
T8_METALBAR,Thetford,1,19470,2023-01-08T21:15:00,20000,2023-01-08T21:15:00,1,2023-01-08T21:10:00,18809,2023-01-08T21:10:00
T8_METALBAR_LEVEL1@1,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL1@1,Fort Sterling,1,44994,2023-01-08T17:50:00,46488,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL1@1,Lymhurst,1,42997,2023-01-08T18:20:00,46393,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL1@1,Martlock,1,49873,2023-01-08T15:40:00,52000,2023-01-08T15:40:00,25,2023-01-08T15:40:00,40042,2023-01-08T15:40:00
T8_METALBAR_LEVEL1@1,Thetford,1,45986,2023-01-08T19:10:00,48995,2023-01-08T19:10:00,42004,2023-01-08T18:40:00,42004,2023-01-08T18:40:00
T8_METALBAR_LEVEL2@2,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL2@2,Fort Sterling,1,104993,2023-01-08T17:50:00,114999,2023-01-08T17:50:00,453,2023-01-08T14:35:00,80001,2023-01-08T14:35:00
T8_METALBAR_LEVEL2@2,Lymhurst,1,108894,2023-01-08T18:20:00,109996,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL2@2,Martlock,1,108498,2023-01-08T14:35:00,114999,2023-01-08T14:35:00,1086,2023-01-08T14:35:00,84479,2023-01-08T14:35:00
T8_METALBAR_LEVEL2@2,Thetford,1,109994,2023-01-08T19:10:00,109997,2023-01-08T19:10:00,90018,2023-01-08T18:40:00,90018,2023-01-08T18:40:00
T8_METALBAR_LEVEL3@3,Bridgewatch,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL3@3,Fort Sterling,1,233799,2023-01-08T17:50:00,22800000,2023-01-08T17:50:00,545,2023-01-08T14:35:00,210046,2023-01-08T14:35:00
T8_METALBAR_LEVEL3@3,Lymhurst,1,247994,2023-01-08T18:20:00,249999,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL3@3,Martlock,1,237150,2023-01-08T07:35:00,239947,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL3@3,Thetford,1,235545,2023-01-08T19:10:00,235552,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL4@4,Bridgewatch,1,1239990,2023-01-08T18:50:00,1249997,2023-01-08T18:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL4@4,Fort Sterling,1,1239860,2023-01-08T17:50:00,1249997,2023-01-08T17:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL4@4,Lymhurst,1,1239992,2023-01-08T18:20:00,1289999,2023-01-08T18:20:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL4@4,Martlock,1,1239887,2023-01-08T07:35:00,1243995,2023-01-08T07:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_METALBAR_LEVEL4@4,Thetford,1,1249989,2023-01-08T20:10:00,1300000,2023-01-08T20:10:00,1,2023-01-08T12:35:00,1150023,2023-01-08T12:35:00
T8_ORE,Bridgewatch,1,5819,2023-01-08T12:55:00,5859,2023-01-08T12:55:00,283,2023-01-08T02:20:00,5625,2023-01-08T02:20:00
T8_ORE,Fort Sterling,1,5941,2023-01-08T12:40:00,6000,2023-01-08T12:40:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE,Lymhurst,1,5895,2023-01-08T19:25:00,5953,2023-01-08T19:25:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE,Martlock,1,5755,2023-01-08T17:45:00,5755,2023-01-08T17:45:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE,Thetford,1,6100,2023-01-08T20:10:00,6694,2023-01-08T20:10:00,321,2023-01-08T14:40:00,5613,2023-01-08T14:40:00
T8_ORE_LEVEL1@1,Bridgewatch,1,13158,2023-01-08T22:10:00,13599,2023-01-08T22:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL1@1,Fort Sterling,1,13399,2023-01-08T13:50:00,13894,2023-01-08T13:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL1@1,Lymhurst,1,13600,2023-01-08T22:35:00,14900,2023-01-08T22:35:00,10210,2023-01-08T22:35:00,12061,2023-01-08T22:35:00
T8_ORE_LEVEL1@1,Martlock,1,14497,2023-01-08T20:35:00,14533,2023-01-08T20:35:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL1@1,Thetford,1,14665,2023-01-08T19:10:00,17777,2023-01-08T19:10:00,161,2023-01-08T14:45:00,11922,2023-01-08T14:45:00
T8_ORE_LEVEL2@2,Bridgewatch,1,27997,2023-01-08T22:10:00,29999,2023-01-08T22:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL2@2,Fort Sterling,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL2@2,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL2@2,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL2@2,Thetford,1,35985,2023-01-08T19:10:00,40000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL3@3,Bridgewatch,1,63898,2023-01-08T03:30:00,65000,2023-01-08T03:30:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL3@3,Fort Sterling,1,69997,2023-01-08T16:25:00,70000,2023-01-08T16:25:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL3@3,Lymhurst,1,69896,2023-01-08T15:25:00,69999,2023-01-08T15:25:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL3@3,Martlock,1,67992,2023-01-08T08:30:00,67999,2023-01-08T08:30:00,1,2023-01-07T23:20:00,57135,2023-01-07T23:20:00
T8_ORE_LEVEL3@3,Thetford,1,69918,2023-01-08T19:10:00,77769,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL4@4,Bridgewatch,1,380000,2023-01-08T18:50:00,380000,2023-01-08T18:50:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL4@4,Fort Sterling,1,380000,2023-01-08T02:30:00,380000,2023-01-08T02:30:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL4@4,Lymhurst,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL4@4,Martlock,1,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
T8_ORE_LEVEL4@4,Thetford,1,549986,2023-01-08T19:10:00,800000,2023-01-08T19:10:00,0,0001-01-01T00:00:00,0,0001-01-01T00:00:00
